year,sf_6km,rf_6km,tp_6km,sf_10km,rf_10km,tp_10km,sf_15km,rf_15km,tp_15km,sf_20km,rf_20km,tp_20km
1977.0,727.5582258587503,56.571677339687476,784.1299031984378,685.8531618103127,45.501472461749984,731.3546342720626,668.0587849325625,39.32513392506252,707.3839188576251,666.2672371221872,39.664478826437524,705.9317159486247
1978.0,746.1506683861257,62.26857815649997,808.4192465426257,709.9960245928123,51.48124630662499,761.4772708994373,700.3795592416252,44.49821368337501,744.8777729250003,709.4746169725,45.75964097406249,755.2342579465625
1979.0,715.187280461375,42.42164497449998,757.608925435875,688.4789667198121,33.46600034043749,721.9449670602496,688.3439464050625,29.189413979437525,717.5333603845,692.9168564674374,30.73421934881248,723.6510758162499
1980.0,741.7015355465624,46.18309661399998,787.8846321605623,706.2617914905633,35.7817991753125,742.0435906658757,695.4343114439997,30.86272000431248,726.2970314483122,702.6087466840627,33.992050037312474,736.6007967213751
1981.0,670.8168822288126,60.74074473912504,731.5576269679376,644.3302692768125,49.760471724937474,694.09074100175,640.2095642550001,44.80456081756249,685.0141250725626,650.1567630238125,44.26266932443751,694.41943234825
1982.0,678.6995924432503,40.5490460566875,719.2486384999378,646.8699975826248,33.394264168562486,680.2642617511873,635.8333060130627,29.31052824893751,665.1438342620003,646.8928851906253,30.366267970125026,677.2591531607503
1983.0,783.0626398268129,60.01658771368754,843.0792275405004,752.3065991563752,48.74693692387499,801.0535360802502,742.6196673680627,43.961812906062505,786.5814802741252,753.3330935390003,47.22712313206251,800.5602166710628
1984.0,844.7235775970627,81.97693034587499,926.7005079429376,810.2606386810622,66.81444488462499,877.0750835656872,809.6718394396875,60.6020339289375,870.273873368625,821.8638919598122,62.20383842906256,884.0677303888748
1985.0,689.5409590841251,52.9686143590625,742.5095734431876,641.6083294069368,41.4364200434375,683.0447494503743,628.5495936131251,36.946641054000025,665.4962346671251,632.4624392158746,37.830469882500005,670.2929090983746
1986.0,811.1747850533126,52.59565847600003,863.7704435293126,776.3717005607498,43.00191604443748,819.3736166051873,771.8198900440627,38.82114690106249,810.6410369451253,776.7166914363128,40.225001343,816.9416927793128
1987.0,807.5335067223127,59.45240717462497,866.9859138969377,776.02899407025,46.0942688860625,822.1232629563125,765.2633503420623,41.454161293937496,806.7175116359998,767.2628998041251,41.56837116368751,808.8312709678127
1988.0,723.5586435681255,64.63788871418753,788.196532282313,688.2740493697497,53.0400536890625,741.3141030588122,679.8779368585623,48.11587403149997,727.9938108900623,687.6599447478748,47.72658176574998,735.3865265136247
1989.0,660.4687402724373,69.3860650373125,729.8548053097498,630.9124283098126,57.43893999268747,688.3513683025001,629.7514156640001,52.4791275328125,682.2305431968126,641.2818681984377,52.95049899849998,694.2323671969376
1990.0,772.8191631947503,71.01106104400003,843.8302242387504,745.5179526685628,55.48300673012499,801.0009593986878,741.4592459195626,49.53682659568749,790.99607251525,751.1240206792503,51.273308309937505,802.3973289891878
1991.0,789.560422467125,51.36904687918751,840.9294693463125,752.9455183367494,39.77691208950001,792.7224304262494,751.3238321500623,34.631309350187486,785.9551415002499,765.0044371544998,36.6141263139375,801.6185634684373
1992.0,792.5090711139997,38.91552265806251,831.4245937720622,764.5275034204993,28.908377304437483,793.4358807249369,761.5399159985624,25.206200895874993,786.7461168944374,771.818506696125,26.526869221374994,798.3453759175001
1993.0,743.8130295466876,56.64482380781251,800.4578533545001,719.1983596733123,45.04595986856251,764.2443195418748,722.8352138482499,39.93914486537501,762.7743587136249,737.5500295705629,42.34858232706247,779.8986118976253
1994.0,701.5935416930625,53.652830514875,755.2463722079375,665.90735961075,41.701994420687505,707.6093540314374,659.6959905789378,36.57705218556248,696.2730427645002,673.9509942954371,37.19308161399997,711.1440759094371
1995.0,692.7151949551873,62.15158393374995,754.8667788889372,661.3363172046875,49.145450359375026,710.4817675640625,654.1665977433747,43.333656408187515,697.5002541515622,658.1062596203751,43.73059918124999,701.8368588016251
1996.0,905.893705793062,65.08597979818748,970.9796855912496,867.704955507875,53.28463758999998,920.989593097875,862.0286596836872,48.24697838956248,910.2756380732498,862.8177698329998,48.99412659418749,911.8118964271873
1997.0,838.0335021189372,70.59490368143753,908.6284058003748,804.5984582693128,56.65199336962501,861.2504516389378,793.9442315040001,49.527339541499984,843.4715710455,805.7682352795625,49.12582573406254,854.8940610136251
1998.0,717.2929436453746,67.48944521812501,784.7823888634996,682.4622423837502,53.09637306868749,735.5586154524377,675.36388922975,46.985055094625,722.348944324375,675.7812559393125,46.36511040850002,722.1463663478125
1999.0,800.1413398866249,57.84415510412503,857.9854949907499,771.2281223747501,46.7898273144375,818.0179496891876,768.4176838001871,42.20688885868749,810.6245726588746,771.3719788373751,42.665215585312474,814.0371944226875
2000.0,765.6852051511875,77.71833036700006,843.4035355181875,732.5658480591253,64.60394365581249,797.1697917149378,728.1755650224381,59.6309602578125,787.8065252802506,731.9022688421252,59.932564002312596,791.8348328444378
2001.0,807.3342956121247,57.98608530899998,865.3203809211248,777.1055171388748,46.163038549187505,823.2685556880623,771.9088296686876,41.380037150437474,813.2888668191251,776.62151647225,42.038242423312475,818.6597588955625
2002.0,792.6526550826874,88.39703112093751,881.0496862036249,757.1464043294998,71.03235864293747,828.1787629724372,752.7371016109377,62.76431655849992,815.5014181694376,752.8038464777497,62.674162575999986,815.4780090537497
2003.0,848.0959007598752,93.57204107075003,941.6679418306253,814.754562812438,75.39540467993753,890.1499674923756,805.6019797725,68.88782497412502,874.489804746625,810.9424360729377,70.41956672225,881.3620027951877
2004.0,785.4368158965626,81.30442060562498,866.7412365021876,755.1075075009376,66.5058040773125,821.6133115782501,748.5250170315003,59.74732521581249,808.2723422473127,746.8912370136873,60.308937842875046,807.2001748565623
2005.0,827.234290895625,76.24041876856253,903.4747096641876,793.7924444981252,60.355083018937506,854.1475275170627,791.0703526890003,53.13089031106246,844.2012430000627,801.9246931893127,54.23540181700002,856.1600950063128
2006.0,669.9042303728751,66.95154431368745,736.8557746865625,635.6606605170002,53.80380535274997,689.4644658697501,628.0454874828123,48.419320775937514,676.4648082587498,631.2411389591251,49.200390711,680.4415296701251
2007.0,750.8873349552503,66.31252630993758,817.1998612651878,719.0080427619375,54.59869252800003,773.6067352899375,710.1128210401249,49.09668248037499,759.2095035204999,726.054313668125,49.45244433824999,775.506758006375
2008.0,834.8876444075007,72.77204571325004,907.6596901207507,804.1772298260623,56.87360136768749,861.0508311937498,799.0437117061248,51.157089942499994,850.2008016486247,808.1240414057496,51.49521319225,859.6192545979997
2009.0,681.9991161658127,46.46693704512501,728.4660532109376,645.5016799391874,35.37008454456253,680.87176448375,641.1080300788124,30.76484208399998,671.8728721628123,652.7659845758124,32.46860518137501,685.2345897571873
2010.0,729.3333485007503,104.05906376168741,833.3924122624377,692.9561741509999,83.94557189087502,776.901746041875,682.8408475108125,76.04726939968747,758.8881169105,678.92466038625,76.5284960244375,755.4531564106875
2011.0,681.549985666375,55.2638085951875,736.8137942615625,653.341326645187,44.44273939925,697.7840660444369,653.3314593458754,40.51087956493749,693.8423389108128,671.0352014195627,40.208294509625034,711.2434959291877
2012.0,764.986366076375,91.02309652362501,856.0094626,733.8247773056872,76.31967717862496,810.1444544843122,724.865297042,71.171729002375,796.0370260443749,730.8828721351249,71.27283268231245,802.1557048174374
2013.0,827.2104766584373,49.937187116125,877.1476637745623,790.1112321334997,40.040180338562536,830.1514124720622,777.490865655375,36.28312366831253,813.7739893236876,779.3990200333126,37.03273182974999,816.4317518630626
2014.0,835.0551153439375,69.04544183812503,904.1005571820625,803.5268919966252,56.22550387049999,859.7523958671252,804.2366825268749,50.800516387187486,855.0371989140624,813.3204979633749,49.957259299375,863.2777572627499
2015.0,754.6960921595,54.03750151724999,808.73359367675,728.9502455466251,41.39308540337503,770.3433309500001,724.1089500672501,36.3145065519375,760.4234566191876,732.8205010238127,37.0027984454375,769.8232994692502
2016.0,845.2382833864376,65.21990630531249,910.4581896917501,809.000569333938,51.6943120719375,860.6948814058754,796.0820728132499,45.40608153587501,841.4881543491249,795.5398409156878,47.09958657874999,842.6394274944378
2017.0,863.3336103073754,80.0018418253125,943.3354521326878,825.3343957555619,65.96141529856253,891.2958110541244,819.9734995563122,59.148993283937486,879.1224928402496,824.0716524829999,61.20544557537503,885.2770980583749
2018.0,828.4507501947501,68.433139314375,896.8838895091251,791.5692246686878,53.87418662356251,845.4434112922503,781.8685324280625,47.14800191331248,829.016534341375,788.4552075289998,49.10712299474996,837.5623305237498
2019.0,722.5858364508747,68.129679785875,790.7155162367496,682.1727146949997,50.982917095312466,733.1556317903122,670.2703799421872,43.42202401937497,713.6924039615621,674.6656530993122,43.44026526650001,718.1059183658122
2020.0,814.4937286747497,87.43461332331252,901.9283419980623,784.2402374580623,70.01110093431248,854.2513383923748,776.908734330125,61.432663313937525,838.3413976440625,784.5631964952498,61.467945509062524,846.0311420043123
